co_municipio,no_municipio,sg_uf,categoria,no_regiao_turistica
3502200,Angatuba,SP,Município com oferta turística complementar,Veredas da Mata Atlântica
3502309,Anhembi,SP,Município com oferta turística complementar,Cuesta Paulista
3502408,Anhumas,SP,Município com oferta turística complementar,PONTAL PAULISTA
3502507,Aparecida,SP,Município turístico,Região Turística da Fé
3502606,Aparecida d'Oeste,SP,Município de apoio ao turismo,Entre Rios
3502705,Apiaí,SP,Município com oferta turística complementar,Cavernas da Mata Atlântica
3502754,Araçariguama,SP,Município turístico,Roteiro dos Bandeirantes
3502903,Araçoiaba da Serra,SP,Município turístico,História & Aventuras
3503208,Araraquara,SP,Município turístico,Centro Paulista
3503307,Araras,SP,Município turístico,Encantos da Anhanguera Central
3503406,Arealva,SP,Município com oferta turística complementar,Caminhos do Tietê
3503505,Areias,SP,Município com oferta turística complementar,Vale Histórico
3503901,Arujá,SP,Município turístico,Nascentes do Tietê
3504008,Assis,SP,Município com oferta turística complementar,Vale do Paranapanema
3504107,Atibaia,SP,Município turístico,Circuito das Frutas
3504305,Avaí,SP,Município com oferta turística complementar,Coração Paulista
3504503,Avaré,SP,Município turístico,ANGRA PAULISTA
3504909,Bananal,SP,Município com oferta turística complementar,Vale Histórico
3505104,Barbosa,SP,Município com oferta turística complementar,Tietê Vivo
3505302,Barra Bonita,SP,Município turístico,Caminhos do Tietê
3505401,Barra do Turvo,SP,Município turístico,Cavernas da Mata Atlântica
3505500,Barretos,SP,Município turístico,Águas Sertanejas
3505807,Bastos,SP,Município turístico,Circuito das Nações
3505906,Batatais,SP,Município turístico,Lagos do Rio Grande
3506003,Bauru,SP,Município turístico,Coração Paulista
3506102,Bebedouro,SP,Município turístico,Águas Sertanejas
3506201,Bento de Abreu,SP,Município de apoio ao turismo,Pantanal Paulista
3506300,Bernardino de Campos,SP,Município com oferta turística complementar,ANGRA PAULISTA
3506359,Bertioga,SP,Município turístico,Litoral Norte de São Paulo
3506409,Bilac,SP,Município com oferta turística complementar,Tietê Vivo
3506508,Birigui,SP,Município turístico,Tietê Vivo
3506904,Bofete,SP,Município com oferta turística complementar,Cuesta Paulista
3507001,Boituva,SP,Município turístico,Raízes do Interior Paulista
3507100,Bom Jesus dos Perdões,SP,Município turístico,Entre Serras e Águas
3507159,Bom Sucesso de Itararé,SP,Município de apoio ao turismo,Região Turística dos Cânions Paulista
3507407,Borborema,SP,Município com oferta turística complementar,Caminhos do Tietê
3507506,Botucatu,SP,Município turístico,Cuesta Paulista
3507605,Bragança Paulista,SP,Município turístico,Entre Serras e Águas
3507803,Brodowski,SP,Município turístico,Raízes do Campo
3507902,Brotas,SP,Município turístico,Serra do Itaqueri
3508108,Buritama,SP,Município turístico,Tietê Vivo
3508405,Cabreúva,SP,Município turístico,Roteiro dos Bandeirantes
3508504,Caçapava,SP,Município turístico,Rios do Vale
3508603,Cachoeira Paulista,SP,Município turístico,Região Turística da Fé
3508702,Caconde,SP,Município com oferta turística complementar,"Entre Rios, Serras e Cafés"
3508801,Cafelândia,SP,Município com oferta turística complementar,Coração do Tietê
3508900,Caiabu,SP,Município de apoio ao turismo,Sol do Oeste
3509007,Caieiras,SP,Município turístico,Negócios e Cultura
3509205,Cajamar,SP,Município turístico,Negócios e Cultura
3509254,Cajati,SP,Município turístico,Caminhos da Mata Atlântica
3509403,Cajuru,SP,Município com oferta turística complementar,Alta Mogiana
3509502,Campinas,SP,Município turístico,Bem Viver
3509700,Campos do Jordão,SP,Município turístico,MANTIQUEIRA PAULISTA
3509809,Campos Novos Paulista,SP,Município com oferta turística complementar,Vale do Paranapanema
3509908,Cananéia,SP,Município com oferta turística complementar,Lagamar
3510005,Cândido Mota,SP,Município com oferta turística complementar,Vale do Paranapanema
3510203,Capão Bonito,SP,Município turístico,Veredas da Mata Atlântica
3510401,Capivari,SP,Município turístico,Bem Viver
3510500,Caraguatatuba,SP,Município turístico,Litoral Norte de São Paulo
3510609,Carapicuíba,SP,Município com oferta turística complementar,Negócios e Cultura
3510807,Casa Branca,SP,Município turístico,"Entre Rios, Serras e Cafés"
3511003,Castilho,SP,Município com oferta turística complementar,Pantanal Paulista
3511102,Catanduva,SP,Município turístico,"Águas, Cultura e Negócios"
3511508,Cerquilho,SP,Município com oferta turística complementar,Raízes do Interior Paulista
3511607,Cesário Lange,SP,Município com oferta turística complementar,Raízes do Interior Paulista
3512001,Colina,SP,Município turístico,Águas Sertanejas
3512100,Colômbia,SP,Município com oferta turística complementar,Águas Sertanejas
3512209,Conchal,SP,Município com oferta turística complementar,Trilhos e Trilhas da Baixa Mogiana
3512704,Corumbataí,SP,Município com oferta turística complementar,Serra do Itaqueri
3513108,Cravinhos,SP,Município turístico,Raízes do Campo
3513306,Cruzália,SP,Município com oferta turística complementar,Vale do Paranapanema
3513405,Cruzeiro,SP,Município turístico,Vale Histórico
3513504,Cubatão,SP,Município turístico,Costa da Mata Atlântica
3513603,Cunha,SP,Município com oferta turística complementar,Região Turística da Fé
3513702,Descalvado,SP,Município turístico,Encantos da Anhanguera Central
3513900,Divinolândia,SP,Município turístico,"Entre Rios, Serras e Cafés"
3514106,Dois Córregos,SP,Município turístico,Caminhos do Tietê
3514403,Dracena,SP,Município turístico,Sol do Oeste
3514700,Echaporã,SP,Município de apoio ao turismo,Vale do Paranapanema
3514809,Eldorado,SP,Município com oferta turística complementar,Cavernas da Mata Atlântica
3514908,Elias Fausto,SP,Município turístico,Bem Viver
3515103,Embu-Guaçu,SP,Município turístico,"Mananciais, Aventura, Artes e Negócios"
3515186,Espírito Santo do Pinhal,SP,Município turístico,"Entre Rios, Serras e Cafés"
3557303,Estiva Gerbi,SP,Município turístico,Trilhos e Trilhas da Baixa Mogiana
3515301,Estrela do Norte,SP,Município com oferta turística complementar,PONTAL PAULISTA
3515350,Euclides da Cunha Paulista,SP,Município com oferta turística complementar,PONTAL PAULISTA
3515400,Fartura,SP,Município turístico,ANGRA PAULISTA
3515509,Fernandópolis,SP,Município turístico,MARAVILHAS  DO RIO GRANDE
3515806,Flora Rica,SP,Município de apoio ao turismo,Sol do Oeste
3515905,Floreal,SP,Município com oferta turística complementar,Tietê Vivo
3516200,Franca,SP,Município turístico,Lagos do Rio Grande
3516408,Franco da Rocha,SP,Município turístico,Negócios e Cultura
3516507,Gabriel Monteiro,SP,Município com oferta turística complementar,Tietê Vivo
3516606,Gália,SP,Município com oferta turística complementar,Alto Cafezal
3516705,Garça,SP,Município turístico,Alto Cafezal
3516804,Gastão Vidigal,SP,Município de apoio ao turismo,Tietê Vivo
3517208,Guaiçara,SP,Município com oferta turística complementar,Coração do Tietê
3517406,Guaíra,SP,Município turístico,Águas Sertanejas
3517604,Guapiara,SP,Município de apoio ao turismo,Cavernas da Mata Atlântica
3517901,Guaraci,SP,Município com oferta turística complementar,Águas Sertanejas
3518008,Guarani d'Oeste,SP,Município com oferta turística complementar,MARAVILHAS  DO RIO GRANDE
3518305,Guararema,SP,Município turístico,Nascentes do Tietê
3518404,Guaratinguetá,SP,Município turístico,Região Turística da Fé
3518602,Guariba,SP,Município com oferta turística complementar,Raízes do Campo
3518701,Guarujá,SP,Município turístico,Costa da Mata Atlântica
3519055,Holambra,SP,Município turístico,Circuito das Águas Paulista
3519071,Hortolândia,SP,Município com oferta turística complementar,Bem Viver
3519105,Iacanga,SP,Município com oferta turística complementar,Caminhos do Tietê
3519402,Ibirá,SP,Município turístico,"Águas, Sabores e Saberes"
3519600,Ibitinga,SP,Município turístico,Caminhos do Tietê
3519709,Ibiúna,SP,Município turístico,"Mananciais, Aventura, Artes e Negócios"
3520004,Igaraçu do Tietê,SP,Município com oferta turística complementar,Caminhos do Tietê
3520202,Igaratá,SP,Município turístico,Entre Serras e Águas
3520301,Iguape,SP,Município com oferta turística complementar,Lagamar
3520400,Ilhabela,SP,Município turístico,Litoral Norte de São Paulo
3520426,Ilha Comprida,SP,Município com oferta turística complementar,Lagamar
3520442,Ilha Solteira,SP,Município turístico,Pantanal Paulista
3520509,Indaiatuba,SP,Município turístico,Circuito das Frutas
3520707,Indiaporã,SP,Município com oferta turística complementar,MARAVILHAS  DO RIO GRANDE
3520905,Ipaussu,SP,Município com oferta turística complementar,ANGRA PAULISTA
3521101,Ipeúna,SP,Município com oferta turística complementar,Serra do Itaqueri
3521804,Itaí,SP,Município de apoio ao turismo,ANGRA PAULISTA
3522109,Itanhaém,SP,Município turístico,Costa da Mata Atlântica
3522158,Itaóca,SP,Município de apoio ao turismo,Cavernas da Mata Atlântica
3522208,Itapecerica da Serra,SP,Município turístico,"Mananciais, Aventura, Artes e Negócios"
3522307,Itapetininga,SP,Município turístico,Veredas da Mata Atlântica
3522406,Itapeva,SP,Município turístico,Região Turística dos Cânions Paulista
3522604,Itapira,SP,Município turístico,Trilhos e Trilhas da Baixa Mogiana
3522703,Itápolis,SP,Município com oferta turística complementar,Centro Paulista
3522802,Itaporanga,SP,Município de apoio ao turismo,ANGRA PAULISTA
3522901,Itapuí,SP,Município turístico,Caminhos do Tietê
3523008,Itapura,SP,Município com oferta turística complementar,Pantanal Paulista
3523107,Itaquaquecetuba,SP,Município turístico,Nascentes do Tietê
3523206,Itararé,SP,Município com oferta turística complementar,Região Turística dos Cânions Paulista
3523305,Itariri,SP,Município com oferta turística complementar,Caminhos da Mata Atlântica
3523404,Itatiba,SP,Município turístico,Circuito das Frutas
3523602,Itirapina,SP,Município turístico,Serra do Itaqueri
3524006,Itupeva,SP,Município turístico,Circuito das Frutas
3524204,Jaborandi,SP,Município com oferta turística complementar,Águas Sertanejas
3524303,Jaboticabal,SP,Município turístico,Raízes do Campo
3524402,Jacareí,SP,Município turístico,Rios do Vale
3524600,Jacupiranga,SP,Município com oferta turística complementar,Cavernas da Mata Atlântica
3524709,Jaguariúna,SP,Município turístico,Circuito das Águas Paulista
3524808,Jales,SP,Município turístico,Entre Rios
3525003,Jandira,SP,Município com oferta turística complementar,Negócios e Cultura
3525300,Jaú,SP,Município turístico,Caminhos do Tietê
3525508,Joanópolis,SP,Município turístico,Entre Serras e Águas
3525904,Jundiaí,SP,Município turístico,Circuito das Frutas
3526001,Junqueirópolis,SP,Município com oferta turística complementar,Sol do Oeste
3526100,Juquiá,SP,Município com oferta turística complementar,Caminhos da Mata Atlântica
3526209,Juquitiba,SP,Município turístico,"Mananciais, Aventura, Artes e Negócios"
3526308,Lagoinha,SP,Município com oferta turística complementar,Região Turística da Fé
3526407,Laranjal Paulista,SP,Município turístico,Raízes do Interior Paulista
3526605,Lavrinhas,SP,Município turístico,Vale Histórico
3526704,Leme,SP,Município turístico,Encantos da Anhanguera Central
3526803,Lençóis Paulista,SP,Município turístico,Coração Paulista
3527009,Lindóia,SP,Município turístico,Circuito das Águas Paulista
3527108,Lins,SP,Município turístico,Coração do Tietê
3527207,Lorena,SP,Município turístico,Região Turística da Fé
3527306,Louveira,SP,Município turístico,Circuito das Frutas
3527702,Luiziânia,SP,Município de apoio ao turismo,Tietê Vivo
3528007,Macatuba,SP,Município com oferta turística complementar,Coração Paulista
3528106,Macaubal,SP,Município com oferta turística complementar,Tietê Vivo
3528502,Mairiporã,SP,Município turístico,Entre Serras e Águas
3529005,Marília,SP,Município turístico,Alto Cafezal
3529203,Martinópolis,SP,Município de apoio ao turismo,Sol do Oeste
3529302,Matão,SP,Município com oferta turística complementar,Centro Paulista
3529500,Mendonça,SP,Município com oferta turística complementar,"Águas, Sabores e Saberes"
3529609,Meridiano,SP,Município com oferta turística complementar,MARAVILHAS  DO RIO GRANDE
3529658,Mesópolis,SP,Município com oferta turística complementar,Entre Rios
3529807,Mineiros do Tietê,SP,Município com oferta turística complementar,Caminhos do Tietê
3529906,Miracatu,SP,Município com oferta turística complementar,Caminhos da Mata Atlântica
3530201,Mirante do Paranapanema,SP,Município com oferta turística complementar,PONTAL PAULISTA
3530508,Mococa,SP,Município turístico,Raízes do Campo
3530607,Mogi das Cruzes,SP,Município turístico,Nascentes do Tietê
3530706,Mogi Guaçu,SP,Município com oferta turística complementar,Trilhos e Trilhas da Baixa Mogiana
3530805,Mogi Mirim,SP,Município turístico,Trilhos e Trilhas da Baixa Mogiana
3531001,Monções,SP,Município com oferta turística complementar,Tietê Vivo
